cui	definition
C0268000	Fluid retention
C0013362	Dysarthria
C0520477	Prostatic adenoma
C0948002	Crystal urine present
C1096458	Vascular occlusion
C0006625	Cachexia
C0237938	Gastrointestinal ulcer
C0919728	Unwanted awareness during anaesthesia
C0023223	Leg ulcer
C0206063	Radiation pneumonitis
C0021670	Insulinoma
C2004521	Anaemia vitamin B12 deficiency
C0877365	Infusion site erythema
C0005684	Bladder cancer
C0270922	Demyelinating polyneuropathy
C1096267	Injection site discomfort
C2004487	Vaginismus
C0264309	Vocal cord disorder
C0262414	Cervical vertebral fracture
C2717961	Thrombotic microangiopathy
C0852733	Completed suicide
C0413252	Hypothermia
C0014065	Encephalocele
C0541782	Sinus arrest
C0178415	Prostatic specific antigen increased
C1112366	Eyelid irritation
C0027562	Negativism
C0020626	Hypoparathyroidism
C0549124	Embolism arterial
C0038450	Stridor
C0018824	Cardiac valve disease
C0017658	Glomerulonephritis
C2609148	Barium impaction
C0398370	Lipoedema
C0852921	Blood fibrinogen increased
C0022680	Polycystic kidney
C0854193	Cognitive deterioration
C0577822	Heart sounds abnormal
C0020455	Hypergammaglobulinaemia
C0010481	Cushing's syndrome
C0240417	Muscle mass
C0015914	Fertilization
C0015695	Liver fatty
C0151632	Red blood cell sedimentation rate increased
C0007115	Thyroid cancer
C0153594	Testis cancer
C0333912	Hypochromasia
C0262385	Autonomic nervous system imbalance
C0855852	Antibody NOS negative
C0040797	Traumatic haemorrhage
C2609073	Splenic peliosis
C0919715	Lupus-like syndrome
C0152972	Pseudomonal sepsis
C0221040	Dialysis dementia
C0272195	Eosinopenia
C0234632	Visual acuity reduced
C0153252	Systemic candida
C0238124	Necrotising fasciitis
C0009782	Connective tissue disorder
C0008372	Cholestasis intrahepatic
C0039685	Fallot's tetralogy
C0861021	Insulin C-peptide increased
C0007871	Cervical incompetence
C0742224	Candida cervicitis
C0151476	Alkalosis hypochloraemic
C0040028	Essential thrombocythaemia
C0032000	Pituitary adenoma
C0032989	Multiple pregnancy
C0013537	Eclampsia
C0152486	Salmonella sepsis
C0270795	Monoparesis
C0423729	Painful respiration
C0235946	Cerebral atrophy
C0233408	Temporal disorientation
C0920157	Mesenteric ischemia
C0149678	Epstein-Barr virus infection
C0855329	Electrocardiogram change
C0877584	Tumour haemorrhage
C0239779	Grimacing
C0023321	Lentigo
C0948309	Pseudohyperkalaemia
C0031485	Phenylketonuria
C0085624	Burning sensation
C1096368	Mean platelet volume decreased
C0033777	Pruritus genital
C1282799	Penile swelling
C0595938	Increased effect
C0268030	Acidemia
C0149745	Mouth ulceration
C0029560	Other conjunctivitis
C0085605	Hepatic failure
C0678222	Carcinoma breast
C2363829	Semen analysis abnormal
C0270971	Floppy infant
C0151785	Mucous membrane disorder
C0852679	Paraesthesia NEC
C0025319	Menopausal disorder
C0701821	Onychia
C0281825	Dysequilibrium
C0025637	Methaemoglobinaemia
C2242574	Compulsive sexual behaviour
C0151955	Decreased tolerance
C0151723	Hypomagnesaemia
C0859996	Corneal sensitivity decreased
C0856148	Porphyria aggravated
C0311223	Frozen shoulder
C0019572	Hirsutism
C0234131	Motor dysfunction
C0017605	Angle closure glaucoma
C0149937	Acute interstitial nephritis
C0241228	Spleen palpable
C0521499	Injection site pigmentation changes
C0740469	Albumin high
C0860209	Gallbladder sludge
C0438243	Serum creatinine abnormal
C1701940	Ventilator associated pneumonia
C0020305	Hydrops foetalis
C0948085	Corneal defect
C0029119	Opportunistic mycosis
C0857027	Feeling sick
C0854453	Escherichia sepsis
C0206160	Reticulocytosis
C0151649	Injection site fibrosis
C0521505	Injection site dermatitis
C0521694	Retinal atrophy
C0152447	Urethral discharge
C0685707	Muscular ventricular septal defect
C0026918	Mycobacterial infection
C0272315	Coagulation factor decreased
C0423124	Dermatochalasis
C0239940	Glycosylated haemoglobin increased
C0236022	Neoplasm malignant aggravated
C0233407	Disorientation
C1302752	Abrasion NOS
C0036114	Gastroenteritis salmonella
C0034634	Rage
C0401149	Constipation chronic
C0019385	Meningoencephalitis herpetic
C0151691	High density lipoprotein decreased
C1264613	Gastrointestinal infection
C0558348	Gastroenteritis bacterial
C0302295	Eruption
C0700184	Throat irritation
C0008311	Cholangitis
C0424448	Masked facies
C0857496	Thromboembolic event
C1141926	Abdominal sepsis
C0162275	Ketonuria
C0520962	Pain localised
C0009024	Clonus
C0858599	Taste sour
C0302314	Xanthoma
C0085576	Microcytic anaemia
C0014356	Enterocolitis
C0877217	Abasia
C0338614	Psychotic episode
C0241166	Skin tightness
C0003950	Ascariasis
C0349217	Depressive episode
C1262109	Procedural hypotension
C0234962	Pulmonary vasculitis
C0003537	Aphasia
C0948070	Rhinalgia
C0271240	Blindness unilateral
C0028768	Obsessive-compulsive disorder
C0037926	Spinal cord compression
C0426390	Bladder spasm
C0009062	Clostridial infection
C1527340	Voice disturbance
C0702154	Polyarthropathy
C0877211	General physical health deterioration
C0239739	Gingival pain
C0854425	Sputum discoloured
C0151892	Retinal pigmentation
C1167863	Retinogram abnormal
C0853013	Diverticular perforation
C0241742	Wound haemorrhage
C0003872	Psoriatic arthropathy
C1276118	Urticaria recurrent
C0023860	Listeriosis
C0038463	Strongyloidiasis
C0542101	Nasal burning
C0520679	Obstructive sleep apnea syndrome
C0340214	Tracheal fistula
C0877169	Neonatal hyponatraemia
C1328337	Urethritis noninfective
C0520559	Numbness of tongue
C0038395	Streptococcal infection
C0242354	Disorder birth
C0042594	Vestibular disorder
C0040128	Thyroid disorder
C0948257	Immunosuppressant drug level increased
C0231255	Body mass index decreased
C0015786	Female sexual arousal disorder
C0919671	Subileus
C0013985	Emotional disturbance NOS
C1260926	Abnormal pigmentation
C0239293	Oesophageal haemorrhage
C0004626	Pneumonia bacterial
C0034882	Rectal disorder
C0858684	Telangiectasis facial
C0259749	Autonomic neuropathy
C0206698	Cholangiocarcinoma
C0151846	Disorder periosteal
C0595939	Stillbirth
C0037284	Skin lesion
C0600228	Cardio-respiratory arrest
C0017181	Gastrointestinal haemorrhage
C0086438	Hypogammaglobulinaemia
C0152086	Traumatic arthropathy
C1504561	Hypophagia
C3544094	Arterial thromboembolism
C0238198	Gastrointestinal stromal tumour
C0919726	Postoperative hypertension
C2609176	Kounis syndrome
C0267380	Ileitis regional
C1735630	Acute cholestatic hepatitis
C0151946	Pulmonary thrombosis
C0024623	Gastric cancer
C0034734	Raynaud's disease
C0677600	Stridor inspiratory
C1384589	Tinea cruris
C0729549	Gastrointestinal fungal infection
C0750426	White blood cell count increased
C0232693	Borborygmi
C0079102	Cerebral thrombosis
C1963964	Periungual erythema
C0155177	Eczema eyelids
C0236018	Aura
C0457798	Dermatitis eyelid
C0442874	Neuropathy
C0235357	Tooth hypoplasia
C0239885	Headache dull
C0849907	Ear pruritus
C0151505	Application site reaction
C0268733	Acute nephritis
C0877072	Cytomegalovirus chorioretinitis
C0159060	Abnormal bowel sounds
C0854100	Nitrogen balance negative
C0344431	Monomorphic ventricular tachycardia
C0346647	Malignant neoplasm of pancreas
C0016867	Furunculosis
C0795692	Hyperlactacidaemia
C1619712	Procedural pain
C0473237	Frank hematuria
C0018965	Haematuria
C0549448	Haemoglobin increased
C0281982	Skin swelling
C0151580	Crystalluria calcium
C0236036	Oculomucocutaneous syndrome
C0028173	NPN increased
C0853885	Blood electrolytes decreased
C0231837	Respiratory rate decreased
C0853973	Blood gonadotrophin increased
C0333559	Lacunar infarction
C0021845	Intestinal perforation
C0235228	Lacrimal gland disorder
C0014541	Epiglottitis
C0267491	Large intestinal ulcer
C0235969	Ejaculation disorder
C0947912	Myasthenia
C2721578	Pulmonary oil microembolism
C0030469	Sinus disorder
C0344365	Incomplete bladder emptying
C1695896	Infusion site hypersensitivity
C0854331	Herpes simplex dermatitis
C0021655	Insulin resistance
C0003708	Arachnoiditis
C0521620	Hydroureter
C0006705	Calcium metabolism disorder
C0235324	Gingival swelling
C0234894	Dermatitis acneiform
C0235972	Retinal deposits
C0005586	Bipolar disorder
C0343886	Gastrointestinal candidiasis
C0853034	Blood creatine phosphokinase increased
C0858318	Plasmodium falciparum infection
C0241558	Urethral haemorrhage
C0235656	Uterine cervical lesion
C0011636	Dermatophytosis
C0040558	Toxoplasmosis
C0349410	Organ failure
C0948395	Gastrointestinal hypermotility
C0851578	Sleep disorder
C0860700	Prothrombin level abnormal
C0344329	Collapse
C0278147	Radicular pain
C0011581	Depressive disorder
C0005743	Blepharoconjunctivitis
C0392160	Application site atrophy
C0854402	Mechanical complication of implant
C0264893	Nodal arrhythmia
C1136085	Monoclonal gammopathy
C0562057	Burning in throat
C0021847	Intestinal pseudo-obstruction
C0158353	Infective myositis
C0156279	Urethral syndrome
C2609183	Abnormal withdrawal bleeding
C0235429	Breath odour ketones
C0030805	Pemphigoid
C0020683	Hypovolaemic shock
C0409497	Joint injury
C0267516	Colon atonic
C0040038	Thromboembolism
C0221265	Microcytosis
C0027339	Nail disorder
C0376356	Premenstrual tension
C0156543	Abortion
C0235014	Fontanelle bulging
C0684249	Carcinoma of lung
C0040923	Trichomonal vaginitis
C0242453	Prostatism
C0034091	Pulmonary veno-occlusive disease
C0021177	Libido increased
C0040188	Tic
C0877167	Psychomotor skills impaired
C0855235	Feelings of worthlessness
C0274435	Transfusion reaction
C1744587	Balance difficulty
C1112353	Medical device complication
C0237020	Dermoid cyst of ovary
C0476405	Pulmonary function test abnormal
C0542247	Tremulousness
C0268543	N-acetylglutamate synthase deficiency
C0005826	Blood pressure abnormal
C0520575	Pyelonephritis acute
C0581392	Multiple sclerosis exacerbation
C0040259	Tinea pedis
C0014335	Enteritis
C0221752	Blood urine
C0011876	Cataract diabetic
C0281913	Muscle swelling
C0162279	Choroidal detachment
C0877645	Urinary bladder polyp
C0024050	Lower gastrointestinal haemorrhage
C0686377	Metastases to central nervous system
C0549202	Chapped skin
C0028817	Ochronosis
C0086692	Benign neoplasm
C0400930	Chronic hepatic failure
C0580546	Blood glucose abnormal
C0919567	Uterine contractions during pregnancy
C0026633	Congenital oral malformation
C0272753	Femur shaft fracture
C1868821	Immediate post-injection reaction
C0853124	Blood follicle stimulating hormone increased
C0853224	Activated partial thromboplastin time shortened
C0013609	Localised oedema
C0085595	Body odor
C0042514	Ventricular tachycardia
C0558353	Carcinoma of tongue
C0239211	Oedema auricular
C0853711	Sperm count decreased
C0151463	Breast abscess
C0474444	Corneal stromal edema
C0403673	Retrograde ejaculation
C0863093	Cold symptoms
C0008035	Chest wall pain
C0566948	Vaginal swelling
C0021364	Infertility male
C0349782	Ischaemic cardiomyopathy
C0153619	Ureteric cancer
C0347197	Oral neoplasm benign
C0027726	Nephrotic syndrome
C0235086	Muscle contractions involuntary
C1142239	Call-Fleming syndrome
C0743400	Ejection fraction decreased
C0004659	Bacteriuria
C1963747	Herpes simplex hepatitis
C1704381	Glucose decreased
C0333291	Ulcer haemorrhage
C0442856	Hypoperfusion
C0029134	Optic neuritis
C0876994	Cardiotoxicity
C0157733	Abnormalities of the hair
C0521546	Congenital joint malformation
C0241164	Skin tenderness
C0522042	Loss of control of legs
C0751955	Brain infarction
C0036337	Schizoaffective disorder
C0238792	Bone lesion
C0004245	Atrioventricular block
C0033046	Premenstrual syndrome
C0877113	Scar pain
C0241157	Pustule
C0857160	Numbness in leg
C0027794	Neural tube defect
C0029456	Osteoporosis
C0221032	Congenital generalised lipodystrophy
C0553681	Hypofibrinogenaemia
C2609096	Genital hypoaesthesia
C0234972	Convulsive disorder
C0025007	Measles
C0233477	Dysphoria
C0857361	Headache occurring
C0021400	Influenza
C0085648	Synovial cyst
C0424489	Chapped lips
C0409962	Localized osteoarthritis
C0232807	Function kidney decreased
C1608945	Exfoliative rash
C0919874	Post procedural haemorrhage
C1735864	Administration site infection
C0860646	Morbid dreams
C0860864	Albumin low
C0001206	Acromegaly
C0027543	Necrosis ischaemic
C0026846	Muscle atrophy
C0026764	Plasma cell myeloma
C0339434	Choroidal effusion
C0232431	Cold sweat
C0860811	Antidiuretic hormone abnormality
C0017665	Glomerulonephritis membranous
C2363912	Respiratory failure aggravated
C0017650	Globus hystericus
C1536916	Blood cholesterol decreased
C0549297	Auricular swelling
C0028432	Nasal disorder
C0085628	Stupor
C0456103	Sepsis neonatal
C0023794	Lipidosis
C0235849	Stomatitis necrotising
C0265110	Vasospasm cerebral
C0014869	Reflux esophagitis
C0240066	Iron deficiency
C1504405	Pyramidal tract syndrome
C0233651	Perseveration
C0340278	Atrial hypertrophy
C0238874	Antineutrophil cytoplasmic antibody positive
C1322281	Rhinitis seasonal
C0553730	Chondrocalcinosis
C0235504	Thrombophlebitis of the leg
C0017567	Gingival hypertrophy
C1956415	Dyspnoea paroxysmal nocturnal
C0877609	Alertness decreased
C0041582	Ulcer
C1536220	ST segment elevation myocardial infarction
C0239735	Gingival erythema
C0877077	Myocardial haemorrhage
C0235746	Saliva altered
C0030846	Penis disorder
C0014804	Erythromelalgia
C0006118	Brain neoplasm
C0281981	Skin mass
C0004691	Balanoposthitis
C3267206	Chalky taste
C0857189	Raised serum uric acid
C0861157	Decreased night vision
C0025162	Megacolon toxic
C0235329	Small intestinal obstruction
C0020639	Hypoproteinaemia
C0729584	Infectious meningitis
C0919823	Cytolytic hepatitis
C0003028	Anhidrosis
C0020619	Hypogonadism
C0037287	Skin nodule
C0740277	Bile duct cancer
C0030252	Palpitations
C0476397	Electroretinogram abnormal
C0023533	Leukorrhea
C0002902	Anencephaly
C0853879	Breast cancer invasive NOS
C0086227	Enterobiasis
C0235068	Scintillating scotoma
C0497365	Rash generalised
C0020649	Hypotension
C0019048	Haemoglobinuria
C0266998	Oral soft tissue disorder NOS
C0262428	Collagen-vascular disease
C1142520	Nail pigmentation
C1710632	Vessel perforation
C1535939	Pneumocystis jirovecii pneumonia
C0277919	Post thrombotic syndrome
C0877172	Spinal epidural haematoma
C0549453	Traumatic haematoma
C0033844	Pseudotumor
C0236151	Renal function test abnormal
C0856095	Vomiting aggravated
C0920235	Psoriatic plaque
C0042769	Viral infection
C0023903	Hepatic neoplasm
C0221158	Multifocal atrial tachycardia
C3544214	Reversible cerebral vasoconstriction syndrome
C2607947	Deafness unilateral
C0086132	Depressive symptom
C0016842	Pectus excavatum
C0028084	Nightmare
C0853749	Blood magnesium increased
C0017677	Tongue geographic
C0426747	Anal haemorrhage
C0235082	Tremor muscle
C0424024	Delusional perception
C0232200	Gallop rhythm
C0751466	Phonophobia
C0221248	Gouty tophus
C0948198	Acholia
C0520540	Rebound hypertension
C0747102	Ovarian failure
C0855644	Blood uric acid decreased
C0242350	Erectile dysfunction
C0851807	Aspergillus infection
C1868879	Endotracheal tube obstruction
C0235762	Rheumatoid arthritis aggravated
C1368107	Bone marrow aplastic
C0856968	Raised serum lipid levels
C0861020	Insulin C-peptide decreased
C0458104	Genital pain male
C0475765	Nasal oedema
C0149721	Left ventricular hypertrophy
C0677500	Stinging
C0032584	Polyp
C0694563	Excessive daytime sleepiness
C0022281	Eye pruritus
C0041364	Tumour lysis syndrome
C0239093	Conjunctival irritation
C0227791	Vaginal discharge
C0022672	Nephrosis lower nephron
C0038273	Stereotypy
C2242577	Oromandibular dystonia
C0231749	Knee pain
C0005758	Blister
C0728993	Spotting vaginal
C0740279	Cerebellar atrophy
C0152169	Renal colic
C0149504	Toxic encephalopathy
C1142524	Asymptomatic hyperlactatemia
C0007398	Catatonia
C0151702	Muscle haemorrhage
C0010695	Cystocele
C0267821	Hepatic congestion
C1096701	Medical device discomfort
C0150450	Altered state of consciousness
C0030781	Peliosis hepatis
C0162533	Porphyria hepatic
C0401013	Fungal peritonitis
C0233794	Memory impairment
C0018975	Blindness day
C0877095	Application site haematoma
C0270612	Leukoencephalopathy
C3160756	Infection reactivation
C0011649	Dermoid cyst
C0149726	Pulmonary mass
C0014236	Endophthalmitis
C0005741	Blepharitis
C0239134	Productive cough
C0948179	Postoperative constipation
C0860453	Loss of skin markings
C0035522	Rib fracture
C0343378	Helicobacter gastritis
C0153618	Malignant neoplasm of renal pelvis
C0263912	Rotator cuff syndrome
C0575810	Hands weakness of
C0155365	Vitreous disorder
C1321587	Respiratory depth increased
C0009766	Conjunctivitis allergic
C0522570	Inflammation localised
C0031350	Pharyngitis
C1455705	Histiocytosis X of lung
C0241832	Cerebrovascular insufficiency
C0877092	Venipuncture site bruise
C0520758	Neuromuscular block prolonged
C0877144	Spontaneous penile erection
C0262988	Cutaneous vasculitis
C0023474	Chronic phase chronic myeloid leukemia
C0750394	White blood cell count decreased
C0018418	Gynaecomastia
C0392620	Alcohol poisoning
C1142470	Suture related complication
C0035333	Retinitis
C0259817	Xerosis
C0744727	Haematocrit decreased
C0042548	Plantar warts
C0541879	Detachment psychological
C0039504	Tendon injury
C0231688	Gait shuffling
C0035305	Retinal detachment
C0877094	Application site haemorrhage
C3665386	Abnormal vision
C0241254	Mucous stools
C0423281	Anterior chamber flare
C0035459	Rhinitis atrophic
C0029221	Organic brain syndrome
C1112469	Cytomegalovirus syndrome
C0235792	Breast pain male
C1112209	Abdominal infection
C0037822	Speech disorder
C0853700	Application site erythema
C0423847	Growth of eyelashes
C0016522	Foramen ovale patent
C0026265	Mitral valve disease
C0021061	Immunology test
C0231274	Heat intolerance
C0877107	Sinobronchitis
C0020599	Hypocalciuria
C0856897	Hemangioma acquired
C0241310	Suprapubic pain
C0221384	Follicular conjunctivitis
C0079924	Oligohydramnios
C0041825	Tympanic membrane disorder
C0542075	Local throat irritation
C0162848	Eruption lichenoid
C0264315	Glottic edema
C0023801	Lipomatosis
C0022735	Klinefelter's syndrome
C1527330	Pyridoxine deficiency
C1260871	Acetonaemia
C0521305	Assisted fertilisation
C0410480	Avascular necrosis femoral head
C0029089	Ophthalmoplegia
C0042165	Anterior uveitis
C0156181	Peritoneal adhesions
C0152031	Joint swelling
C0027013	Myeloid metaplasia
C0040247	Tinea infection
C0424332	Breath holding attack
C3160759	Tumour cell mobilisation
C1096213	Cannula site reaction
C0016689	Ephelides
C0240059	Intraventricular haemorrhage
C0267373	Intestinal haemorrhage
C0541865	Deposit eye
C0151589	Partial transitory deafness
C0553737	Cervical discharge
C1868709	Activation syndrome
C0235260	Chloropsia
C0023066	Laryngospasm
C0750466	Yeast infection
C0149707	Haematospermia
C0030593	Pars planitis
C0016167	Anal fissure
C3665818	Medication residue present
C0241729	Weight fluctuation
C0876980	Headache aggravated
C0151739	Small intestinal perforation
C0742339	Chest heaviness
C0549284	Fibrillation atrial aggravated
C0006413	Burkitt's lymphoma
C0151951	Thromboplastin decreased
C0034935	Extensor plantar response
C0748726	Allergic sinusitis
C0000737	Abdominal pain
C0542215	Slough injection site
C0162834	Skin hyperpigmentation
C0744235	Fungal sepsis
C0158687	Congenital genital malformation
C0403592	Chronic allograft nephropathy
C0013144	Drowsiness
C0031538	Tight foreskin
C0007863	Occipital neuralgia
C0521662	Hemiplegia transient
C1262200	Cerebrovascular infarction
C0239783	Groin pain
C0221777	Nontoxic goiter
C1142248	Pseudomononucleosis
C0038165	Staphylococcal scalded skin syndrome
C0018798	Heart malformation
C0221706	Road traffic accident
C0016045	Fibroma
C0701836	Thermal burn
C0919882	Incision site haemorrhage
C0277799	Intermittent fever
C1963822	Mucosal pigmentation
C0033581	Prostatitis
C0085636	Photophobia
C0522245	Feeling hot and cold
C1112773	Post procedural diarrhoea
C0027059	Myocarditis
C0342490	Adrenal atrophy
C0476427	Smear cervix abnormal
C0577598	Swollen arm
C1262006	Sinusitis bacterial
C0153567	Uterine cancer
C0474381	Chromatopsia
C0002792	Anaphylactic shock
C0007859	Neck pain
C0259799	Punctate keratitis
C0274312	Graft complication
C1697642	Puncture site pain
C0855237	Social avoidant behaviour
C0029191	Orchitis
C0004623	Bacterial infection
C0683369	Consciousness clouding
C0025062	Pneumomediastinum
C0085584	Encephalopathy
C0948294	Eyelid margin crusting
C0345907	Hepatic angiosarcoma
C0429097	QRS complex
C0281774	Acute psychosis
C0877179	Injection site joint pain
C0026821	Cramp muscle
C0236080	Vaginal discomfort
C0423701	Urinary tract pain
C0151737	Intentional injury
C2363980	Cross resistance
C1262149	Vaginal erosion
C1328308	Increased upper airway secretion
C0858667	Urinary protein increased
C0020224	Polyhydramnios
C0549315	Benign hydatidiform mole
C1868893	Genital irritation
C1504383	Radiation skin injury
C2242588	Traumatic liver injury
C0302858	Protein-losing gastroenteropathy
C0392386	Platelet count decreased
C0006105	Brain abscess
C0043325	Xanthomatosis
C0151541	Capillary fragility increased
C2364164	Fluid imbalance
C0549253	Bladder dilatation
C0858041	Plasma triglycerides increased
C0349208	Manic episode
C0026985	Myelodysplasia
C0158986	Hypoglycaemia neonatal
C0235939	Crying abnormal
C0016242	Vitreous floaters
C0239340	Edema of lower extremities
C0018621	Seasonal allergy
C0025323	Menorrhagia
C0020617	Hypoglycaemic coma
C0006384	Bundle branch block
C0265122	Pericardial disease
C1963775	Cytarabine syndrome
C1444680	Posterior capsule opacification
C0392196	Injection site urticaria
C1112371	Anterior chamber pigmentation
C0040156	Thyrotoxicosis
C0021051	Immunodeficiency
C0795690	Omphalocele
C0264545	Pleural thickening
C0853857	Cellulitis staphylococcal
C1504452	Implant site pain
C0239978	Frequent bowel movements
C0032541	Polyneuritis
C0029400	Osteitis
C0271420	Ceruminosis
C0021933	Intussusception
C0038814	Sunburn
C0270736	Essential tremor
C1112214	Vulvovaginal pruritus
C2747891	Device capturing issue
C0030785	Pelvic abscess
C0333286	Splinter haemorrhages
C0017672	Glossodynia
C0027627	Metastasis
C1328540	Peripheral vasodilatation
C0347390	Skin papilloma
C0013080	Trisomy 21
C0035258	Restless legs syndrome
C0221470	Aphagia
C0853895	Mental disorder due to a general medical condition
C0423736	Micturition burning
C1096243	Central line infection
C0856054	Mental status changes
C0085207	Gestational diabetes
C0391870	Red blood cell abnormality
C0278488	Breast cancer stage IV
C0040479	Torsade de pointes
C0853662	Oestrogen deficiency
C0856120	Multiple sclerosis relapse
C0333650	Fat atrophy
C0015644	Fasciculation
C0039235	Junctional tachycardia
C0030286	Pancreatic disorder
C0158266	Intervertebral disc degeneration
C0154946	Acute angle-closure glaucoma
C0235347	Black hairy tongue
C0235263	Conjunctival congestion
C0234918	Rash morbilliform
C0235168	Nervous tremulousness
C0745761	Liver nodule
C0438173	Electrocardiogram QRS complex abnormal
C0233479	Elevated mood
C0392106	Hepatic artery thrombosis
C0920016	Adnexa uteri cyst
C0151827	Eye pain
C0042134	Uterine haemorrhage
C1504435	Electrocardiogram QT interval abnormal
C0000814	Abortion missed
C1412002	Atypical pneumonia
C0520459	Necrotizing enterocolitis
C0231875	Wheezing expiratory
C1370740	Adrenal carcinoma
C0020981	Angioimmunoblastic T-cell lymphoma
C0010308	Congenital hypothyroidism
C0024205	Lymphadenitis
C1261470	Meningocele
C0392703	Shakiness
C1141949	Troponin I increased
C0085623	Akinesia
C0542184	Reaction gastrointestinal
C0854388	Caustic injury
C0152009	WBC abnormal NOS
C0264734	Dilatation atrial
C0333258	Lymphorrhoea
C0011630	Fungal skin infection
C0151728	Immunoglobulins decreased
C0747256	Infection parasitic
C0151765	Liver fatty deposition
C0521490	Application site irritation
C0277794	Prostration
C0751523	Nonconvulsive status epilepticus
C1260402	Splenic sequestration
C0235774	Somnolence neonatal
C0042568	Vertebrobasilar insufficiency
C1510450	Dysacusis
C0017150	Gastrinoma
C0685341	Congenital limb hyperextension
C0341245	Duodenitis haemorrhagic
C0001622	Hyperadrenocorticism
C0004153	Atherosclerosis
C1168149	Perioral tingling
C0339807	House dust allergy
C0021368	Inflammation
C1096082	Oesophageal discomfort
C0231230	Fatigability
C1510497	Lenticular opacities
C0002896	Sideroblastic anaemia
C0235750	Hypertension worsened
C0006266	Bronchospasm
C1761609	Aspiration pneumonitis
C0522064	Regurgitation of food
C0338480	Migraine without aura
C0476486	Generalized lymphadenopathy
C0235050	Tingling skin
C0015376	Extravasation
C0549447	Urine odour foul
C0013390	Dysmenorrhoea
C0020437	Hypercalcaemia
C0232462	Decreased appetite
C1096176	Mitochondrial toxicity
C1697453	Spontaneous haematoma
C0948011	Cervix haemorrhage uterine
C0520564	Ileal ulcer
C0151891	Retinal depigmentation
C0206093	Neuroectodermal neoplasm
C0039242	Tachyphylaxis
C0178417	Anhedonia
C0854504	Enterococcal bacteraemia
C0233528	Asocial behaviour
C0014745	Palmar erythema
C0235963	Rhinitis ulcerative
C0027960	Nevus
C0151529	Bleeding time prolonged
C0574770	Body hair loss
C0553731	PRL increased
C1262022	Freezing phenomenon
C1333984	Hepatosplenic T-cell lymphoma
C0231807	Dyspnoea exertional
C1735348	Anal irritation
C0023976	Long QT syndrome
C0022893	Labyrinthitis
C0085083	Ovarian hyperstimulation syndrome
C0333641	Atrophy
C1112626	Allergic exanthema
C0748725	Sinus operation
C0015408	Eye injury
C0743295	Drug screen positive
C0040822	Tremor
C1272092	Impaired fasting glucose
C0025958	Microcephaly
C0232570	Epigastric fullness
C0338113	Sarcoma uterus
C0549225	Myasthenic syndrome
C0235847	Hyperhemoglobinemia
C3665609	Conjunctival xerosis
C0854725	Cyanopsia
C0149531	Pelvic fracture
C0241513	Thyrotropin low
C0275378	Tobacco poisoning
C0021167	Incontinence
C1519353	Rash papular
C0151596	Tongue discolouration
C0026987	Myelofibrosis
C0085625	Hypoalgesia
C0039621	Tetany
C0018674	Head injury
C1740832	AML progression
C0151994	Uterine enlargement
C0151730	Drug effect increased
C0017152	Gastritis
C0035435	Rheumatism
C0221154	Hypertension paroxysmal
C0011127	Decubitus ulcer
C0877197	Numbness lips
C0035457	Perennial allergic rhinitis
C0232981	Spermatogenesis arrest
C0860645	Bizarre dreams
C0002962	Angina pectoris
C0425945	Prolonged menses
C0281784	Meningioma benign
C0017563	Gingival disorder
C0860713	Carbon dioxide increased
C0584995	Writing impaired
C0030332	Panophthalmitis
C1867423	Vascular resistance pulmonary increased
C0019209	Hepatomegaly
C0581883	Complete hearing loss
C0037578	Soft tissue injury
C0549356	Inflicted injury
C0263358	Erythema annulare centrifugum
C0242584	Autoimmune thrombocytopenia
C0233417	Poor concentration
C1168225	Inner ear infection
C0522172	Feeling drunk
C0852922	Crohns disease aggravated
C0007971	Cheilitis
C0728725	Low pH
C0008031	Chest pain
C0016204	Flatulence
C0236065	Oedema mouth
C0080194	Muscle strain
C0015395	Eye burns
C0242420	Retinal oedema
C0549634	Lipids abnormal
C3203695	Noninfectious peritonitis
C1956089	Bone spur
C0162283	Nephrogenic diabetes insipidus
C0553576	Systemic mycosis
C0037929	Spinal cord injury
C0264344	Bronchitis bacterial
C1295715	Fibrinogen decreased
C0233844	Clumsiness
C0034186	Pyelonephritis
C0857493	Upper gastrointestinal symptoms
C0003742	Arcus senilis
C0752347	Dementia with Lewy bodies
C0017572	Gingival recession
C0020541	Portal hypertension
C0004930	Behavior disorder
C0600104	Compulsions
C0425492	Respiration irregularity
C1735322	Injection site pallor
C1096049	Infusion site swelling
C0264009	Osteodystrophy
C0948281	Malignant syndrome NOS
C0221333	Hypouricaemia
C0948873	Flu symptoms
C0406479	Steroid acne
C0034888	Rectal prolapse
C0235532	Cyanosis peripheral
C0235952	Diarrhoea, Clostridium difficile
C0221161	Shallow breathing
C0476337	Blood gases abnormal
C1963718	Oculorespiratory syndrome
C0241013	Serum ferritin increased
C0235883	Uterine inflammation
C0035288	Reticuloendotheliosis
C0152027	Sensory disturbance
C0522336	Eye rolling
C1504419	Pelvic haemorrhage
C0853760	Blood potassium increased
C1608950	Device dislocation
C0919894	Nasal mucosal disorder
C0034628	Radius fracture
C0393593	Dystonia
C0206180	Anaplastic large-cell lymphoma
C0438235	Liver function test normal
C0234916	Rash follicular
C0019557	Hip fracture
C0154041	Parathyroid tumour benign
C0039437	Teething
C0744403	Gingival infection
C0085136	Central nervous system neoplasm
C1275515	Venomous bite
C0422974	Halo vision
C0011304	Demyelination
